filename,accuracy,size,correct,length
002524_harry_1859.png,0.6842105263157895,79,13,19
002524_harry_1859.png,0.7894736842105263,80,15,19
002524_harry_1859.png,0.6842105263157895,81,13,19
002524_harry_1859.png,0.7894736842105263,82,15,19
002524_harry_1859.png,0.6842105263157895,83,13,19
002524_harry_1859.png,0.6842105263157895,84,13,19
002524_harry_1859.png,0.6842105263157895,85,13,19
002524_harry_1859.png,0.7368421052631579,86,14,19
002524_harry_1859.png,0.631578947368421,87,12,19
002524_harry_1859.png,0.6842105263157895,88,13,19
002524_harry_1859.png,0.631578947368421,89,12,19
002524_harry_1859.png,0.631578947368421,90,12,19
002524_harry_1859.png,0.6842105263157895,91,13,19
002524_harry_1859.png,0.7894736842105263,92,15,19
002524_harry_1859.png,0.6842105263157895,93,13,19
002524_harry_1859.png,0.631578947368421,94,12,19
002524_harry_1859.png,0.631578947368421,95,12,19
002524_harry_1859.png,0.631578947368421,96,12,19
002524_harry_1859.png,0.7368421052631579,97,14,19
002524_harry_1859.png,0.7894736842105263,98,15,19
002524_harry_1859.png,0.7368421052631579,99,14,19
002524_harry_1859.png,0.7368421052631579,100,14,19
006623_woodward_1860.png,0.0,1,0,14
006623_woodward_1860.png,0.0,2,0,14
006623_woodward_1860.png,0.0,3,0,14
006623_woodward_1860.png,0.0,4,0,14
006623_woodward_1860.png,0.0,5,0,14
006623_woodward_1860.png,0.0,6,0,14
006623_woodward_1860.png,0.0,7,0,14
006623_woodward_1860.png,0.0,8,0,14
006623_woodward_1860.png,0.0,9,0,14
006623_woodward_1860.png,0.0,10,0,14
006623_woodward_1860.png,0.0,11,0,14
006623_woodward_1860.png,0.0,12,0,14
006623_woodward_1860.png,0.0,13,0,14
006623_woodward_1860.png,0.0,14,0,14
006623_woodward_1860.png,0.07142857142857142,15,1,14
006623_woodward_1860.png,0.14285714285714285,16,2,14
006623_woodward_1860.png,0.14285714285714285,17,2,14
006623_woodward_1860.png,0.21428571428571427,18,3,14
006623_woodward_1860.png,0.21428571428571427,19,3,14
006623_woodward_1860.png,0.35714285714285715,20,5,14
006623_woodward_1860.png,0.2857142857142857,21,4,14
006623_woodward_1860.png,0.6428571428571429,22,9,14
006623_woodward_1860.png,0.7142857142857143,23,10,14
006623_woodward_1860.png,0.6428571428571429,24,9,14
006623_woodward_1860.png,0.7857142857142857,25,11,14
006623_woodward_1860.png,0.9285714285714286,26,13,14
006623_woodward_1860.png,0.8571428571428571,27,12,14
006623_woodward_1860.png,0.8571428571428571,28,12,14
006623_woodward_1860.png,0.9285714285714286,29,13,14
006623_woodward_1860.png,0.8571428571428571,30,12,14
006623_woodward_1860.png,0.8571428571428571,31,12,14
006623_woodward_1860.png,0.8571428571428571,32,12,14
006623_woodward_1860.png,0.8571428571428571,33,12,14
006623_woodward_1860.png,0.7857142857142857,34,11,14
006623_woodward_1860.png,0.9285714285714286,35,13,14
006623_woodward_1860.png,0.8571428571428571,36,12,14
006623_woodward_1860.png,0.9285714285714286,37,13,14
006623_woodward_1860.png,0.9285714285714286,38,13,14
006623_woodward_1860.png,0.7857142857142857,39,11,14
006623_woodward_1860.png,0.9285714285714286,40,13,14
006623_woodward_1860.png,0.9285714285714286,41,13,14
006623_woodward_1860.png,0.9285714285714286,42,13,14
006623_woodward_1860.png,0.9285714285714286,43,13,14
006623_woodward_1860.png,0.9285714285714286,44,13,14
006623_woodward_1860.png,0.9285714285714286,45,13,14
006623_woodward_1860.png,0.9285714285714286,46,13,14
006623_woodward_1860.png,0.9285714285714286,47,13,14
006623_woodward_1860.png,0.9285714285714286,48,13,14
006623_woodward_1860.png,0.9285714285714286,49,13,14
006623_woodward_1860.png,0.9285714285714286,50,13,14
006623_woodward_1860.png,0.9285714285714286,51,13,14
006623_woodward_1860.png,0.9285714285714286,52,13,14
006623_woodward_1860.png,0.9285714285714286,53,13,14
006623_woodward_1860.png,0.9285714285714286,54,13,14
006623_woodward_1860.png,0.9285714285714286,55,13,14
006623_woodward_1860.png,0.9285714285714286,56,13,14
006623_woodward_1860.png,0.9285714285714286,57,13,14
006623_woodward_1860.png,0.9285714285714286,58,13,14
006623_woodward_1860.png,0.9285714285714286,59,13,14
006623_woodward_1860.png,0.9285714285714286,60,13,14
006623_woodward_1860.png,0.9285714285714286,61,13,14
006623_woodward_1860.png,0.9285714285714286,62,13,14
006623_woodward_1860.png,0.9285714285714286,63,13,14
006623_woodward_1860.png,0.9285714285714286,64,13,14
006623_woodward_1860.png,0.9285714285714286,65,13,14
006623_woodward_1860.png,0.9285714285714286,66,13,14
006623_woodward_1860.png,0.9285714285714286,67,13,14
006623_woodward_1860.png,0.9285714285714286,68,13,14
006623_woodward_1860.png,0.9285714285714286,69,13,14
006623_woodward_1860.png,0.9285714285714286,70,13,14
006623_woodward_1860.png,0.9285714285714286,71,13,14
006623_woodward_1860.png,0.9285714285714286,72,13,14
006623_woodward_1860.png,0.9285714285714286,73,13,14
006623_woodward_1860.png,0.9285714285714286,74,13,14
006623_woodward_1860.png,0.9285714285714286,75,13,14
006623_woodward_1860.png,0.9285714285714286,76,13,14
006623_woodward_1860.png,0.9285714285714286,77,13,14
006623_woodward_1860.png,0.9285714285714286,78,13,14
006623_woodward_1860.png,0.9285714285714286,79,13,14
006623_woodward_1860.png,0.9285714285714286,80,13,14
006623_woodward_1860.png,0.9285714285714286,81,13,14
006623_woodward_1860.png,0.9285714285714286,82,13,14
006623_woodward_1860.png,0.9285714285714286,83,13,14
006623_woodward_1860.png,0.9285714285714286,84,13,14
006623_woodward_1860.png,0.9285714285714286,85,13,14
006623_woodward_1860.png,0.9285714285714286,86,13,14
006623_woodward_1860.png,0.9285714285714286,87,13,14
006623_woodward_1860.png,0.9285714285714286,88,13,14
006623_woodward_1860.png,0.9285714285714286,89,13,14
006623_woodward_1860.png,0.9285714285714286,90,13,14
006623_woodward_1860.png,0.9285714285714286,91,13,14
006623_woodward_1860.png,0.9285714285714286,92,13,14
006623_woodward_1860.png,0.9285714285714286,93,13,14
006623_woodward_1860.png,0.9285714285714286,94,13,14
006623_woodward_1860.png,0.9285714285714286,95,13,14
006623_woodward_1860.png,0.9285714285714286,96,13,14
006623_woodward_1860.png,0.9285714285714286,97,13,14
006623_woodward_1860.png,0.9285714285714286,98,13,14
006623_woodward_1860.png,0.9285714285714286,99,13,14
006623_woodward_1860.png,0.9285714285714286,100,13,14
002546_hickman_1861.png,0.0,1,0,20
002546_hickman_1861.png,0.0,2,0,20
002546_hickman_1861.png,0.0,3,0,20
002546_hickman_1861.png,0.0,4,0,20
002546_hickman_1861.png,0.0,5,0,20
002546_hickman_1861.png,0.0,6,0,20
002546_hickman_1861.png,0.0,7,0,20
002546_hickman_1861.png,0.0,8,0,20
002546_hickman_1861.png,0.0,9,0,20
002546_hickman_1861.png,0.0,10,0,20
002546_hickman_1861.png,0.0,11,0,20
002546_hickman_1861.png,0.0,12,0,20
002546_hickman_1861.png,0.0,13,0,20
002546_hickman_1861.png,0.0,14,0,20
002546_hickman_1861.png,0.0,15,0,20
002546_hickman_1861.png,0.05,16,1,20
002546_hickman_1861.png,0.15,17,3,20
002546_hickman_1861.png,0.1,18,2,20
002546_hickman_1861.png,0.2,19,4,20
002546_hickman_1861.png,0.1,20,2,20
002546_hickman_1861.png,0.55,21,11,20
002546_hickman_1861.png,0.55,22,11,20
002546_hickman_1861.png,0.5,23,10,20
002546_hickman_1861.png,0.65,24,13,20
002546_hickman_1861.png,0.55,25,11,20
002546_hickman_1861.png,0.65,26,13,20
002546_hickman_1861.png,0.65,27,13,20
002546_hickman_1861.png,0.85,28,17,20
002546_hickman_1861.png,0.85,29,17,20
002546_hickman_1861.png,0.8,30,16,20
002546_hickman_1861.png,0.8,31,16,20
002546_hickman_1861.png,0.8,32,16,20
002546_hickman_1861.png,0.85,33,17,20
002546_hickman_1861.png,0.85,34,17,20
002546_hickman_1861.png,0.85,35,17,20
002546_hickman_1861.png,0.85,36,17,20
002546_hickman_1861.png,0.8,37,16,20
002546_hickman_1861.png,0.85,38,17,20
002546_hickman_1861.png,0.85,39,17,20
002546_hickman_1861.png,0.95,40,19,20
002546_hickman_1861.png,0.95,41,19,20
002546_hickman_1861.png,0.85,42,17,20
002546_hickman_1861.png,0.9,43,18,20
002546_hickman_1861.png,0.9,44,18,20
002546_hickman_1861.png,0.95,45,19,20
002546_hickman_1861.png,0.85,46,17,20
002546_hickman_1861.png,0.9,47,18,20
002546_hickman_1861.png,0.9,48,18,20
002546_hickman_1861.png,0.95,49,19,20
002546_hickman_1861.png,0.9,50,18,20
002546_hickman_1861.png,0.8,51,16,20
002546_hickman_1861.png,0.85,52,17,20
002546_hickman_1861.png,0.9,53,18,20
002546_hickman_1861.png,0.85,54,17,20
002546_hickman_1861.png,0.9,55,18,20
002546_hickman_1861.png,0.85,56,17,20
002546_hickman_1861.png,0.9,57,18,20
002546_hickman_1861.png,0.9,58,18,20
002546_hickman_1861.png,0.9,59,18,20
002546_hickman_1861.png,0.85,60,17,20
002546_hickman_1861.png,0.85,61,17,20
002546_hickman_1861.png,0.9,62,18,20
002546_hickman_1861.png,0.85,63,17,20
002546_hickman_1861.png,0.8,64,16,20
002546_hickman_1861.png,0.95,65,19,20
002546_hickman_1861.png,0.9,66,18,20
002546_hickman_1861.png,0.9,67,18,20
002546_hickman_1861.png,0.9,68,18,20
002546_hickman_1861.png,0.95,69,19,20
002546_hickman_1861.png,0.9,70,18,20
002546_hickman_1861.png,0.95,71,19,20
002546_hickman_1861.png,0.9,72,18,20
002546_hickman_1861.png,0.85,73,17,20
002546_hickman_1861.png,0.95,74,19,20
002546_hickman_1861.png,0.9,75,18,20
002546_hickman_1861.png,0.9,76,18,20
002546_hickman_1861.png,0.85,77,17,20
002546_hickman_1861.png,0.9,78,18,20
002546_hickman_1861.png,0.9,79,18,20
002546_hickman_1861.png,0.9,80,18,20
002546_hickman_1861.png,0.9,81,18,20
002546_hickman_1861.png,0.9,82,18,20
002546_hickman_1861.png,0.9,83,18,20
002546_hickman_1861.png,0.9,84,18,20
002546_hickman_1861.png,0.95,85,19,20
002546_hickman_1861.png,0.9,86,18,20
002546_hickman_1861.png,0.85,87,17,20
002546_hickman_1861.png,0.85,88,17,20
002546_hickman_1861.png,0.95,89,19,20
002546_hickman_1861.png,0.9,90,18,20
002546_hickman_1861.png,0.95,91,19,20
002546_hickman_1861.png,0.9,92,18,20
002546_hickman_1861.png,0.85,93,17,20
002546_hickman_1861.png,0.95,94,19,20
002546_hickman_1861.png,0.9,95,18,20
002546_hickman_1861.png,0.9,96,18,20
002546_hickman_1861.png,0.9,97,18,20
002546_hickman_1861.png,0.9,98,18,20
002546_hickman_1861.png,0.9,99,18,20
002546_hickman_1861.png,0.9,100,18,20
001149_cousins_1862.png,0.0,1,0,20
001149_cousins_1862.png,0.0,2,0,20
001149_cousins_1862.png,0.0,3,0,20
001149_cousins_1862.png,0.0,4,0,20
001149_cousins_1862.png,0.0,5,0,20
001149_cousins_1862.png,0.0,6,0,20
001149_cousins_1862.png,0.0,7,0,20
001149_cousins_1862.png,0.0,8,0,20
001149_cousins_1862.png,0.0,9,0,20
001149_cousins_1862.png,0.0,10,0,20
001149_cousins_1862.png,0.0,11,0,20
001149_cousins_1862.png,0.0,12,0,20
001149_cousins_1862.png,0.0,13,0,20
001149_cousins_1862.png,0.05,14,1,20
001149_cousins_1862.png,0.05,15,1,20
001149_cousins_1862.png,0.05,16,1,20
001149_cousins_1862.png,0.2,17,4,20
001149_cousins_1862.png,0.3,18,6,20
001149_cousins_1862.png,0.25,19,5,20
001149_cousins_1862.png,0.45,20,9,20
001149_cousins_1862.png,0.35,21,7,20
001149_cousins_1862.png,0.35,22,7,20
001149_cousins_1862.png,0.5,23,10,20
001149_cousins_1862.png,0.45,24,9,20
001149_cousins_1862.png,0.6,25,12,20
001149_cousins_1862.png,0.85,26,17,20
001149_cousins_1862.png,0.9,27,18,20
001149_cousins_1862.png,0.8,28,16,20
001149_cousins_1862.png,0.75,29,15,20
001149_cousins_1862.png,0.75,30,15,20
001149_cousins_1862.png,0.8,31,16,20
001149_cousins_1862.png,0.7,32,14,20
001149_cousins_1862.png,0.8,33,16,20
001149_cousins_1862.png,0.75,34,15,20
001149_cousins_1862.png,0.8,35,16,20
001149_cousins_1862.png,0.85,36,17,20
001149_cousins_1862.png,0.7,37,14,20
001149_cousins_1862.png,0.8,38,16,20
001149_cousins_1862.png,0.75,39,15,20
001149_cousins_1862.png,0.8,40,16,20
001149_cousins_1862.png,0.75,41,15,20
001149_cousins_1862.png,0.7,42,14,20
001149_cousins_1862.png,0.75,43,15,20
001149_cousins_1862.png,0.75,44,15,20
001149_cousins_1862.png,0.8,45,16,20
001149_cousins_1862.png,0.75,46,15,20
001149_cousins_1862.png,0.7,47,14,20
001149_cousins_1862.png,0.8,48,16,20
001149_cousins_1862.png,0.8,49,16,20
001149_cousins_1862.png,0.8,50,16,20
001149_cousins_1862.png,0.85,51,17,20
001149_cousins_1862.png,0.7,52,14,20
001149_cousins_1862.png,0.75,53,15,20
001149_cousins_1862.png,0.7,54,14,20
001149_cousins_1862.png,0.75,55,15,20
001149_cousins_1862.png,0.85,56,17,20
001149_cousins_1862.png,0.75,57,15,20
001149_cousins_1862.png,0.8,58,16,20
001149_cousins_1862.png,0.75,59,15,20
001149_cousins_1862.png,0.8,60,16,20
001149_cousins_1862.png,0.85,61,17,20
001149_cousins_1862.png,0.8,62,16,20
001149_cousins_1862.png,0.75,63,15,20
001149_cousins_1862.png,0.75,64,15,20
001149_cousins_1862.png,0.85,65,17,20
001149_cousins_1862.png,0.85,66,17,20
001149_cousins_1862.png,0.85,67,17,20
001149_cousins_1862.png,0.85,68,17,20
001149_cousins_1862.png,0.85,69,17,20
001149_cousins_1862.png,0.8,70,16,20
001149_cousins_1862.png,0.9,71,18,20
001149_cousins_1862.png,0.8,72,16,20
001149_cousins_1862.png,0.9,73,18,20
001149_cousins_1862.png,0.75,74,15,20
001149_cousins_1862.png,0.85,75,17,20
001149_cousins_1862.png,0.85,76,17,20
001149_cousins_1862.png,0.8,77,16,20
001149_cousins_1862.png,0.8,78,16,20
001149_cousins_1862.png,0.9,79,18,20
001149_cousins_1862.png,0.9,80,18,20
001149_cousins_1862.png,0.75,81,15,20
001149_cousins_1862.png,0.8,82,16,20
001149_cousins_1862.png,0.75,83,15,20
001149_cousins_1862.png,0.75,84,15,20
001149_cousins_1862.png,0.75,85,15,20
001149_cousins_1862.png,0.8,86,16,20
001149_cousins_1862.png,0.85,87,17,20
001149_cousins_1862.png,0.75,88,15,20
001149_cousins_1862.png,0.8,89,16,20
001149_cousins_1862.png,0.7,90,14,20
001149_cousins_1862.png,0.85,91,17,20
001149_cousins_1862.png,0.8,92,16,20
001149_cousins_1862.png,0.75,93,15,20
001149_cousins_1862.png,0.75,94,15,20
001149_cousins_1862.png,0.75,95,15,20
001149_cousins_1862.png,0.9,96,18,20
001149_cousins_1862.png,0.75,97,15,20
001149_cousins_1862.png,0.75,98,15,20
001149_cousins_1862.png,0.85,99,17,20
001149_cousins_1862.png,0.8,100,16,20
002052_freestone_1863.png,0.0,1,0,23
002052_freestone_1863.png,0.0,2,0,23
002052_freestone_1863.png,0.0,3,0,23
002052_freestone_1863.png,0.0,4,0,23
002052_freestone_1863.png,0.0,5,0,23
002052_freestone_1863.png,0.0,6,0,23
002052_freestone_1863.png,0.0,7,0,23
002052_freestone_1863.png,0.0,8,0,23
002052_freestone_1863.png,0.0,9,0,23
002052_freestone_1863.png,0.0,10,0,23
002052_freestone_1863.png,0.0,11,0,23
002052_freestone_1863.png,0.0,12,0,23
002052_freestone_1863.png,0.0,13,0,23
002052_freestone_1863.png,0.0,14,0,23
002052_freestone_1863.png,0.043478260869565216,15,1,23
002052_freestone_1863.png,0.08695652173913043,16,2,23
002052_freestone_1863.png,0.08695652173913043,17,2,23
002052_freestone_1863.png,0.17391304347826086,18,4,23
002052_freestone_1863.png,0.08695652173913043,19,2,23
002052_freestone_1863.png,0.391304347826087,20,9,23
002052_freestone_1863.png,0.34782608695652173,21,8,23
002052_freestone_1863.png,0.43478260869565216,22,10,23
002052_freestone_1863.png,0.6521739130434783,23,15,23
002052_freestone_1863.png,0.6086956521739131,24,14,23
002052_freestone_1863.png,0.6521739130434783,25,15,23
002052_freestone_1863.png,0.6956521739130435,26,16,23
002052_freestone_1863.png,0.782608695652174,27,18,23
002052_freestone_1863.png,0.8260869565217391,28,19,23
002052_freestone_1863.png,0.8260869565217391,29,19,23
002052_freestone_1863.png,0.782608695652174,30,18,23
002052_freestone_1863.png,0.8695652173913043,31,20,23
002052_freestone_1863.png,0.8695652173913043,32,20,23
002052_freestone_1863.png,0.8260869565217391,33,19,23
002052_freestone_1863.png,0.8260869565217391,34,19,23
002052_freestone_1863.png,0.8260869565217391,35,19,23
002052_freestone_1863.png,0.8695652173913043,36,20,23
002052_freestone_1863.png,0.8260869565217391,37,19,23
002052_freestone_1863.png,0.782608695652174,38,18,23
002052_freestone_1863.png,0.8695652173913043,39,20,23
002052_freestone_1863.png,0.8260869565217391,40,19,23
002052_freestone_1863.png,0.9565217391304348,41,22,23
002052_freestone_1863.png,0.8260869565217391,42,19,23
002052_freestone_1863.png,0.782608695652174,43,18,23
002052_freestone_1863.png,0.782608695652174,44,18,23
002052_freestone_1863.png,0.8260869565217391,45,19,23
002052_freestone_1863.png,0.9565217391304348,46,22,23
002052_freestone_1863.png,0.8260869565217391,47,19,23
002052_freestone_1863.png,0.7391304347826086,48,17,23
002052_freestone_1863.png,0.9565217391304348,49,22,23
002052_freestone_1863.png,0.8695652173913043,50,20,23
002052_freestone_1863.png,0.9130434782608695,51,21,23
002052_freestone_1863.png,0.9130434782608695,52,21,23
002052_freestone_1863.png,0.8695652173913043,53,20,23
002052_freestone_1863.png,0.8695652173913043,54,20,23
002052_freestone_1863.png,0.8695652173913043,55,20,23
002052_freestone_1863.png,0.8695652173913043,56,20,23
002052_freestone_1863.png,0.9130434782608695,57,21,23
002052_freestone_1863.png,0.8695652173913043,58,20,23
002052_freestone_1863.png,1.0,59,23,23
002052_freestone_1863.png,0.9130434782608695,60,21,23
002052_freestone_1863.png,0.9130434782608695,61,21,23
002052_freestone_1863.png,0.9130434782608695,62,21,23
002052_freestone_1863.png,0.9565217391304348,63,22,23
002052_freestone_1863.png,0.9130434782608695,64,21,23
002052_freestone_1863.png,1.0,65,23,23
002052_freestone_1863.png,1.0,66,23,23
002052_freestone_1863.png,0.8695652173913043,67,20,23
002052_freestone_1863.png,0.8695652173913043,68,20,23
002052_freestone_1863.png,0.8260869565217391,69,19,23
002052_freestone_1863.png,0.782608695652174,70,18,23
